source,target,prediction,exact_match,source_length,target_length,source_length_bucket,target_length_bucket,candidate_rank
اِتْغَرَّم,2itghammar,2itghammar,True,10,10,10-19,10-19,2
اِنْخَزِق,2inkhiziq,2inkhiziq,True,9,9,0-9,0-9,5
تَلْقَن,tlaqqan,tlaqqan,True,7,7,0-9,0-9,3
بَصَّة,bassa,bassa,True,6,5,0-9,0-9,1
يْكَابِر,ykaabir,ykaabir,True,8,7,0-9,0-9,2
يَانِسِة,yaanse,yaanse,True,8,6,0-9,0-9,2
اِتْمَصْرَف,2itmasraf,2itmasraf,True,11,9,10-19,0-9,2
تْعَنْصَر,t3ansar,t3ansar,True,9,7,0-9,0-9,1
جَمْلِة,majalle,jumle,False,7,7,0-9,0-9,1
عَزَّى,3azza,3azza,True,6,5,0-9,0-9,1
نَشِّر,nashir,nashshir,False,6,6,0-9,0-9,3
لَوَذ,lawwadh,lawwadh,True,5,7,0-9,0-9,4
بدهَا تِدْحَشْهَا بمنَاخِيري,bidha tid7ashha bmanaakhiiri,bidha tid7ashha bmanaakhiiri,True,28,28,20-29,20-29,4
زْغَاوِي,ghazzaawi,ghazzaawi,True,8,9,0-9,0-9,3
طَايُش,taayish,taayish,True,6,7,0-9,0-9,5
خَمَّوم,khamkhuum,khmuum,False,7,9,0-9,0-9,5
وَعَظ,wa33iz,wa33az,False,5,6,0-9,0-9,2
زَيّ القُمُر,zayy 2ilqamar,zayy 2ilqamar,True,12,13,10-19,10-19,5
يْفَرِّج,yfarrij,yfarrij,True,8,7,0-9,0-9,5
دَلْعَوبِة,dal3uube,dal3uube,True,10,8,10-19,0-9,2
خَصْوِة,khuusa,khuswe,False,7,6,0-9,0-9,3
بيوَزِّع حْسَانَت,biywazzi3 7asanaat,biwazzi3 7asanaat,False,17,18,10-19,10-19,5
عوَى,3awwa,3awa,False,4,5,0-9,0-9,5
مْثَيَّل,masiil,masiil,True,8,6,0-9,0-9,4
اِتْبَجَّق,2itbadjdjaqk,2itbadjdjaqk,True,10,12,10-19,10-19,1
يُكْلُح,yikla7,ykalli7,False,7,6,0-9,0-9,3
تَنْتِي,tantani,tanti,False,7,7,0-9,0-9,1
جَزِيرَة,jaziira,jaziira,True,8,7,0-9,0-9,3
اِسْتَوْطِن,2istawtan,2istawtin,False,11,9,10-19,0-9,3
لَوِّذ,luudh,lawwidh,False,6,5,0-9,0-9,3
تَاخِخ,taakhikh,taakhikh,True,6,8,0-9,0-9,1
يِسْتَقِلّ,yistaqall,yistaqall,True,10,9,10-19,0-9,1
يِتْخَرْفَن,yitkharfan,yitkharfan,True,11,10,10-19,10-19,1
يَلْهُوج,ylahwidj,ylahwidj,True,8,8,0-9,0-9,4
فَرَق عَلُوز,furqu3 looz,faraq 3aluuz,False,12,11,10-19,10-19,1
يصَالِح,ysaali7,ysaali7,True,7,7,0-9,0-9,1
اِتَلَاسَن,2itlaasan,2itlaasan,True,10,9,10-19,0-9,4
مِسْتَكْسِل,mistaksil,mistaksil,True,11,9,10-19,0-9,2
يُرْتُل,yrattil,yrattil,True,7,7,0-9,0-9,5
اِنْحَنِى,2in7ana,2in7ana,True,9,7,0-9,0-9,5
يِخْتَلِس,yikhtalis,yikhtilis,False,9,9,0-9,0-9,2
ذِرِّي,dharri,dharri,True,6,6,0-9,0-9,5
تَقَوُّير,taq2wiir,taq2wiir,True,9,8,0-9,0-9,5
عِنِس,3annas,3annis,False,5,6,0-9,0-9,5
صحَّة وهَنَا,sa77a wuhana,sa77a wuhana,True,12,12,10-19,10-19,1
تْقَزَّم,taqazzum,tqazzam,False,8,8,0-9,0-9,1
صُرْمَايِة,surmaaye,surmaaye,True,10,8,10-19,0-9,1
سْوَيعَاتي,swee3aati,swee3aati,True,10,9,10-19,0-9,4
سْبَاط,subbaat,sbaat,False,6,7,0-9,0-9,1
عقلهَا بيتقوَال,3aqlaato biluqqu,3aqlo byuqtawal 3aaqal,False,15,16,10-19,10-19,3
أَرْوَاب,2arwaab,2arwaab,True,8,7,0-9,0-9,1
تَحَرْمَن,t7arman,t7arman,True,9,7,0-9,0-9,4
اِنْجَعَم,2inji3im,2inja3am,False,9,8,0-9,0-9,2
مَقَاعِد,maqaa3id,maqaa3id,True,8,8,0-9,0-9,2
زَعْمِيتَان,z3eetmaan,za3miitaan,False,11,9,10-19,0-9,4
خَرَّص,khurus,kharris,False,6,6,0-9,0-9,1
مْرَاجَدِة,mraajade,mraajade,True,10,8,10-19,0-9,4
أَجَر,2ajjir,2ajjar,False,5,6,0-9,0-9,1
حَقُّول,7quul,7quul,True,7,5,0-9,0-9,4
يِتْشَغَّل,yitshaghghal,yitshaghghal,True,10,12,10-19,10-19,1
صَلَاة الجُمْعَة,salaat 2iljum3a,salaat 2iljum3a,True,16,15,10-19,10-19,3
حَتَّم,7attim,7attim,True,6,6,0-9,0-9,1
اِبْعِد,baa3ad,2ib3id,False,7,6,0-9,0-9,4
مَلْهى,malha,malha,True,6,5,0-9,0-9,5
قَام الدنيَا عرَاسهَا,qaam 2iddunya 3araasha,qaam 2iddinya 3araasha,False,21,22,20-29,20-29,1
بسوَاش نَكْلِة,biswaash nigle,biswaash nikile,False,14,14,10-19,10-19,2
ينَضِّج,yunduj,yindij,False,7,6,0-9,0-9,4
يِتَلْحَل,yitla7la7,yitla7la7,True,9,9,0-9,0-9,3
آخذ بخَاطرهم,2akhud bkhaatirhum,2akhud bkhaatirhum,True,12,18,10-19,10-19,1
وُرَا,wara,wara,True,5,4,0-9,0-9,4
اِتْصَنّف,2itsannaf,2itsaffan,False,9,9,0-9,0-9,5
يِحْبِح,y7ab7ib,y7abbi7,False,7,7,0-9,0-9,3
جَودَان,wijdaan,juudaan,False,7,7,0-9,0-9,5
اِقْتَرَاح,2iqtiraa7,2iqtiraa7,True,10,9,10-19,0-9,2
مَتْرُوس,matruus,matruus,True,8,7,0-9,0-9,3
رَاهَب,raahib,raahib,True,6,6,0-9,0-9,2
حِسَاب,7saab,7saab,True,6,5,0-9,0-9,4
هَبِّر,habbar,habbar,True,6,6,0-9,0-9,2
يخَوتَل,ykhootil,ykhootil,True,7,8,0-9,0-9,4
إِمّ,2imm,2imm,True,4,4,0-9,0-9,1
يُنْشُط,ynashshit,yinshat,False,7,9,0-9,0-9,1
فَعُّوص,fa3wis,fa3was,False,7,6,0-9,0-9,5
اِنْصَوَف,2inwasaf,2inwisif,False,9,8,0-9,0-9,3
اِسْتَفْيَد,2istafiid,2istafiid,True,11,9,10-19,0-9,3
يُطْحَش,yit7ash,yta77ish,False,7,7,0-9,0-9,3
فَقْعَة,fuq3a,fuq3a,True,7,5,0-9,0-9,1
سَحْرَة,sa7ara,sa7ara,True,7,6,0-9,0-9,2
اِتْزَطْمَم,2itzattam,2itzatmat,False,11,9,10-19,0-9,4
نِاح,naa7,naa7,True,4,4,0-9,0-9,2
شَطِّر,shatir,shatir,True,6,6,0-9,0-9,3
سَهِل,sahhil,sahhil,True,5,6,0-9,0-9,3
يِتَوَشْوَش,yitwashwash,yitwashwash,True,11,11,10-19,10-19,4
بتِرْمِي سَمِيد,btirmi samiid,btirmi samiid,True,15,13,10-19,10-19,1
اِتوَازَل,2itzaawal,2itzaawal,True,9,9,0-9,0-9,3
اِتْغَزَّل,2itghazzal,2itghazzal,True,10,10,10-19,10-19,3
زَاقِى,zaak2a,zaak2a,True,6,6,0-9,0-9,3
صِحِي عحَالُه,si7i 3a7aalo,si7i 3a7aalo,True,13,12,10-19,10-19,4
يِمْرَق,yumruq,ymarriq,False,7,6,0-9,0-9,4
صُيحَة,see7a,see7a,True,6,5,0-9,0-9,5
شِبْرِق,shabriq2,shabraq2,False,7,8,0-9,0-9,3
يِتْرُس,ytarris,ytarris,True,7,7,0-9,0-9,2
طُقّ ومِت,tuqq wumuut,tuqq wumuut,True,9,11,0-9,10-19,4
لْحَاف,l7aaf,l7aaf,True,6,5,0-9,0-9,1
اِنْبَلَف,2inbalaf,2inbalaf,True,9,8,0-9,0-9,3
اَلّ,2il,2il,True,4,3,0-9,0-9,5
تْغَنْدَر,tghandar,tghandar,True,9,8,0-9,0-9,2
رِيح في بَطْنَك,rii7 yinfukh batnak,rii7 yinfukh batnak,True,15,19,10-19,10-19,2
فُشْفَاش,fishfaash,fishfaash,True,8,9,0-9,0-9,3
فَوَر,foor,fawwar,False,5,4,0-9,0-9,5
حِسْحِس,7as7as,7as7is,False,7,6,0-9,0-9,5
شِيخ البَقِيلِة,sheekh 2ilqabiile,sheekh 2ilqabiile,True,15,17,10-19,10-19,3
قِتِيل,qatiil,qatiil,True,6,6,0-9,0-9,4
نَيل,nayl,nayyal,False,4,4,0-9,0-9,4
تْكَالَب,tkaalab,tkaalab,True,8,7,0-9,0-9,2
وَرَقَة رُبحَاة,waraqa raabi7a,waraqa raba7a,False,15,14,10-19,10-19,3
تْفَرْطَح,tfarta7,tfarta7,True,9,7,0-9,0-9,1
فُتَّيل,ftiil,ftiil,True,7,5,0-9,0-9,4
شَفِّر,shaffir,shaffir,True,6,7,0-9,0-9,2
تْمَايَل,tamaasiil,tmaayal,False,8,9,0-9,0-9,2
جَوَاة,djuwwaat,juwwaat,False,6,8,0-9,0-9,2
جَدُول,jadwil,jadwal,False,6,6,0-9,0-9,3
اِتْقَشَّط,2itqashshat,2itqashshat,True,10,11,10-19,10-19,2
إِجَارين بَالفلقة سوَا,2ijreena bilfalqa sawa,2ijaariin bilfalqa 2ilwa safe,False,22,22,20-29,20-29,2
أِمْرَاس,2amraas,2amraas,True,8,7,0-9,0-9,4
وِتِد,wattad,wattid,False,5,6,0-9,0-9,4
تَمْوِين,tamwiin,tamwiin,True,8,7,0-9,0-9,1
تَاسِع,taasi3,taasi3,True,6,6,0-9,0-9,1
جَلَبَانِة,djilbaane,julbaane,False,10,9,10-19,0-9,4
عَبِّد,3abid,3abbid,False,6,5,0-9,0-9,3
بَخْنِس,bakhnis,bakhnis,True,7,7,0-9,0-9,1
يِنْبَكِم,yinbikim,yinbikim,True,9,8,0-9,0-9,4
تْنَقَّيح,tanqii7,tanqii7,True,9,7,0-9,0-9,3
اِسْتَكْمِل,2istakmal,2istakmil,False,11,9,10-19,0-9,2
اِتَفَاقُم,2itfaaqam,2itfaaqam,True,10,9,10-19,0-9,5
صُوَابِين,sawaabiin,sawaabiin,True,9,9,0-9,0-9,2
يِشِين,yshayyin,yshayyin,True,6,8,0-9,0-9,5
هَزْهَز,hazhiz,hazhaz,False,7,6,0-9,0-9,2
يَوهِم,yuuhim,ywahhim,False,6,6,0-9,0-9,4
حِجِر الأَسَاس,7ajar 2il2asaas,7ajar 2il2asaas,True,14,15,10-19,10-19,5
سَار,saar,saar,True,4,4,0-9,0-9,1
تَمَرْرِيس,tmaryas,tamriis,False,10,7,10-19,0-9,3
اِنْسَهَل,2insahil,2insahal,False,9,8,0-9,0-9,2
يِنْبِلِف,yinbilif,yinbilif,True,9,8,0-9,0-9,1
مْوَزَّم,mwazzam,mwazzam,True,8,7,0-9,0-9,2
وَكَّل,wakkal,wakkil,False,6,6,0-9,0-9,2
ينَظْتِر,yintazir,yintizir,False,8,8,0-9,0-9,5
بَرْحَة,bar7a,bar7a,True,7,5,0-9,0-9,1
كثير غلبة,ktiir ghalabe,kthiir ghalabe,False,9,13,0-9,10-19,1
دير بلَاك,diir baalak,diir baalak,True,9,11,0-9,10-19,5
وَصَى,wassa,wassa,True,5,5,0-9,0-9,3
مْمَاسِح,mamaasi7,mamaasi7,True,8,8,0-9,0-9,3
يتِيح,ytii7,ytii7,True,5,5,0-9,0-9,1
أَكَزَانِة,2akzakhaane,2akzaane,False,10,11,10-19,10-19,4
سْنُكُوح,sankuu7,sankuu7,True,8,7,0-9,0-9,5
آخّ,2aakh,2aakh,True,3,5,0-9,0-9,2
غَرَضُه شريف,gharado shariif,gharado shariif,True,12,15,10-19,10-19,1
سَخِم ولَطَم,sakhkham wulattam,sakhkham wulattam,True,12,17,10-19,10-19,3
شَبَه,shabah,shabbah,False,5,6,0-9,0-9,3
شِنَاطِي,shanaatiiti,shanaatiiti,True,8,11,0-9,10-19,3
عَشَان خَاطِرَك,3ashaan khaatrak,3ashaan khaatrak,True,15,16,10-19,10-19,4
وَرْقَة,waraqa,waraqa,True,7,6,0-9,0-9,4
الحَبّ لجَرَّار,2il7abil jarraar,2il7abil jarraar,True,15,16,10-19,10-19,1
اِتْفَظَّل,2itlaffaz,2itfazzal,False,10,9,10-19,0-9,4
يِنْفِتِح,yinfiti7,yinifti7,False,9,8,0-9,0-9,1
نَارْنِجِة,naarinje,naarinje,True,10,8,10-19,0-9,3
مْمَارَسِة,mumaarase,mumaarase,True,10,9,10-19,0-9,4
يْقَشِّر,yqashshir,yqashshir,True,8,9,0-9,0-9,5
فَنْجِر,fanjir,fanjar,False,7,6,0-9,0-9,4
دَاِيم,daayim,daayim,True,6,6,0-9,0-9,5
هُتُور,hatwir,hatwar,False,6,6,0-9,0-9,4
نَخِب أوِّل,nakhib 2awwal,nakhib 2awwal,True,11,13,10-19,10-19,1
لَا ترَافق الذَّلِيل بتذله مثل ولَا تنزل دَايم تهَا,laa traafiq 2izzaliil bitzill mitlo walaa tinzil daar 2ittahaayim tuthimi,laa traafiq 2izzaliil bitzill mitlo wala tinzil dar 2ittutahimimi,False,51,73,50-59,70-79,1
نَسَبِة,nisbe,nisbe,True,7,5,0-9,0-9,5
بِيبِّي,bebbi,bebbi,True,7,5,0-9,0-9,3
اِتْمَحَّك,2itma77ak,2itma77ak,True,10,9,10-19,0-9,1
أَنْدِر,2andar,2andar,True,7,6,0-9,0-9,4
وَارَث,waaris,waaris,True,6,6,0-9,0-9,3
اِتْصَفَّر,2itsarraf,2itfassar,False,10,9,10-19,0-9,2
خَضّ,khadd,khudd,False,4,5,0-9,0-9,2
اِنْذِر,2undhur,2inzir,False,7,7,0-9,0-9,4
كَرْنَودِيه,kroondee,kroondee,True,11,8,10-19,0-9,2
دَحُو,da7u,da7u,True,5,4,0-9,0-9,1
مَعَانِي,ma3aani,ma3aani,True,8,7,0-9,0-9,1
مْبَاشِيم,mabaashiim,mabaashiim,True,9,10,0-9,10-19,4
ينَخْفِي,yinkhifi,yinkhifi,True,8,8,0-9,0-9,5
فَسْقَل,fasqal,fasqal,True,7,6,0-9,0-9,1
يْخَرْخِش,ykharkhish,ykharkhish,True,9,10,0-9,10-19,2
سِمِم,sammim,sammam,False,5,6,0-9,0-9,3
زَمُّورِة الحَلِق,zammuurit 2il7alq,zammuurit 2il7alq,True,17,17,10-19,10-19,3
فِقِق,faqqiq,faqqiqfa2fa2fa2fa2fa2,False,5,6,0-9,0-9,4
مَعَابِر,ma3aabir,ma3aabir,True,8,8,0-9,0-9,1
مُسْتَحْلِي,musta7iil,mista7iil,False,11,9,10-19,0-9,5
مَات بْحَسْرِتُه,maat b7asrito,maat b7asrito,True,16,13,10-19,10-19,1
خَصِّر,khasir,khassar,False,6,6,0-9,0-9,5
مْطَبَّش,mtabbash,mtabbish,False,8,8,0-9,0-9,2
اِنْغَلَق,2inghalaq,2inghiliq,False,9,9,0-9,0-9,4
تَأَسَلُّم,t2aslam,t2aslam,True,10,7,10-19,0-9,4
حَاوُزُو,7aawuuz,7aawuuz,True,8,7,0-9,0-9,5
نُزْهَة,nuzha,nazha,False,7,5,0-9,0-9,4
صَمِد,sammad,sammid,False,5,6,0-9,0-9,4
يِلْهَج,yilhaj,yilhaj,True,7,6,0-9,0-9,1
سْوِلْفِة,soolafe,soolafe,True,9,7,0-9,0-9,5
حُبْحُب,7ab7ab,7ab7ib,False,7,6,0-9,0-9,4
فَور لِي دَمِّي,fawwarli dammi,fawwarli dammi,True,15,14,10-19,10-19,2
بُوبَر,boobir,boobar,False,6,6,0-9,0-9,4
اِسْتَفْحَل,2istaf7al,2istaf7il,False,11,9,10-19,0-9,2
صَبَّاح اليَاسْمِين,sabaa7 2ilyaasmiin,sabaa7 2ilyaasmiin,True,19,18,10-19,10-19,4
يِدَافِع,ydaafi3,ydaafi3,True,8,7,0-9,0-9,2
عَوَائِق,3awaa2iq,3awaa2iq,True,8,8,0-9,0-9,1
مِتْدَهْوِر,middahwir,middahwir,True,11,9,10-19,0-9,1
رَقَق,raqqaq,raqqiq,False,5,6,0-9,0-9,3
يِمْنَع,yimna3,yimna3,True,7,6,0-9,0-9,1
تَجَرُّد,tjarrad,tjarrad,True,8,7,0-9,0-9,2
بِنِج,bannaj,bannaj,True,5,6,0-9,0-9,5
قَلْبُه مْعَمِّل,qalbo m3ammal,qalbo m3ammal,True,16,13,10-19,10-19,3
غَلَب,ghallab,ghallab,True,5,7,0-9,0-9,1
أُسْفُن,2asfin,2asfan,False,7,6,0-9,0-9,3
نَعِّس,na33is,na33as,False,6,6,0-9,0-9,3
كَرَّع,karra3,karri3,False,6,6,0-9,0-9,3
بَرْقَع,burqu3,burgu3,False,7,6,0-9,0-9,3
خَمَّش,khamash,khammish,False,6,7,0-9,0-9,2
بحش عَالشَّور,ba7ash 3ashruush,ba7ash 3ashshuur,False,13,16,10-19,10-19,3
شَقِّع,shaqqi3,shaqqa3,False,6,7,0-9,0-9,3
يَا جَاي بلَا عزيمة يَا قل اليمة,yaa jaay bala 3aziime yaa qaliil 2ilqiime,yaa jaay bala 3aziime yaa qaliil 2ilqiiime,False,32,41,30-39,40-49,4
اِنْهَيَار,2inhiyaar,2inhiyaar,True,10,9,10-19,0-9,5
أُنْبَاء,2anbaa2,2anbaa2,True,8,7,0-9,0-9,5
كِسِر إِجْرُه,kasar 2ijro,kasar 2ijro,True,13,11,10-19,10-19,2
حَفَّظ,7ifiz,7affad,False,6,5,0-9,0-9,2
شَعَّب,shu3ab,sha33ib,False,6,6,0-9,0-9,3
هَبَّر,habbar,habbar,True,6,6,0-9,0-9,1
يِتْبَحَّج,yitbajja7,yitbajja7,True,10,9,10-19,0-9,4
رُخْصَة,rukhsa,rukhsa,True,7,6,0-9,0-9,3
أَفْرِج,2afraj,2afraj,True,7,6,0-9,0-9,4
سِايِق,saayiq,saayiq,True,6,6,0-9,0-9,5
مْلَقْوِج,mlaqwaj,malquuj,False,9,7,0-9,0-9,2
مَسْقَعَة,msaqqa3a,msaqqa3a,True,9,8,0-9,0-9,3
خَبَز,khabiz,khabaz,False,5,6,0-9,0-9,1
فَجْأَة,faj2a,faj2a,True,7,5,0-9,0-9,4
دَعِّم,da33im,da33am,False,6,6,0-9,0-9,3
رَوَش,riwish,rawwish,False,5,6,0-9,0-9,3
يُقْحُط,yqa77it,yiq7at,False,7,7,0-9,0-9,5
صَلْطِم,saltim,saltam,False,7,6,0-9,0-9,3
كْرُكْسِة,krukse,krukse,True,9,6,0-9,0-9,3
مُوَاسِير,mawaasiir,mawaasiir,True,9,9,0-9,0-9,4
مِتْرَنَّح,mitranni7,mitranni7,True,10,9,10-19,0-9,5
نِمِش,namash,nammash,False,5,6,0-9,0-9,5
شَلْبَك,shalbak,shalbak,True,7,7,0-9,0-9,2
عُاش,3aash,3aash,True,4,5,0-9,0-9,5
مَرْبِح,murbi7,marba7,False,7,6,0-9,0-9,4
اُعْقُش,3aaqkish,2u3qush,False,7,8,0-9,0-9,5
شَيُّوخ,shyuukh,shyuukh,True,7,7,0-9,0-9,2
من نْسَج الخيَال,min nasj 2ilkhayaal,min nasj 2ilkhayaal,True,16,19,10-19,10-19,2
يطَبِّق,ytabbiq,ytabbiq,True,7,7,0-9,0-9,2
عمل حْجَابَات,3imil 7jaabaat,3imil 7jaabaat,True,13,14,10-19,10-19,5
كَتَّف,kitif,kattif,False,6,5,0-9,0-9,1
دِينْوَجِي,deewanji,deewanji,True,10,8,10-19,0-9,4
سُورَة,suura,suura,True,6,5,0-9,0-9,1
وَ,wa,wa,True,2,2,0-9,0-9,3
أَليِّم,2aliim,2aliim,True,7,6,0-9,0-9,3
نَبِيه,mabiih,nabiih,False,6,6,0-9,0-9,1
عْذَاب,3azaab,3azaab,True,6,6,0-9,0-9,5
هَنَّاء,hanaa2,hinaa2,False,7,6,0-9,0-9,5
يدَسْكَر,ydaskir,ydaskir,True,8,7,0-9,0-9,4
اِحْكَى,2ik7a,2i7ka,False,7,5,0-9,0-9,5
سَاِيح,saayi7,saayi7,True,6,6,0-9,0-9,4
دَنْدَر,dandir,dandar,False,7,6,0-9,0-9,1
أَنَازيح,2anaazii7,2anaazii7,True,8,9,0-9,0-9,2
فَرْفِش,farfish,farfash,False,7,7,0-9,0-9,3
سَمَنْدَرَة,samandara,samandara,True,11,9,10-19,0-9,1
دَهَن,dahhan,dahhin,False,5,6,0-9,0-9,2
يِسْبَنِّع,ysab3in,ysab3in,True,10,7,10-19,0-9,5
يعَثِّب,yi3bas,y3attib,False,7,6,0-9,0-9,2
حَلْقَم,7alqam,7alqim,False,7,6,0-9,0-9,1
يِنْتَظِر,yintazir,yintizir,False,9,8,0-9,0-9,2
يفَنِّت,yfattin,yfantin,False,7,7,0-9,0-9,2
اُطْمُع,2itma3,2itma3,True,7,6,0-9,0-9,2
كُحّ,ka77,ku77,False,4,4,0-9,0-9,2
يرَافِس,yraafis,yraafis,True,7,7,0-9,0-9,1
فَرْنِينِة,furniine,furniine,True,10,8,10-19,0-9,2
عَالمَودَيل,3al moodeel,3al moodeel,True,11,11,10-19,10-19,1
مُقْدَحَة,miqda7a,miqda7a,True,9,7,0-9,0-9,4
اللِّي خَلَّف مَا مَاتِش,2illi khallaf maa matish,2illi khallaf maa matish,True,24,24,20-29,20-29,2
يِئْس,ya22is,y2iss,False,5,6,0-9,0-9,5
يِنْبَاس,yinbaas,yinbaas,True,8,7,0-9,0-9,2
خَاوِل,khaawil,khaawil,True,6,7,0-9,0-9,1
مُتَخَيِّل,mitkhayyil,mitkhayyil,True,10,10,10-19,10-19,2
يِسْعِد,yis3id,yis3id,True,7,6,0-9,0-9,5
اِتْبِلَّك,2itballak,2itballak,True,10,9,10-19,0-9,5
شَلَفَقَة,shalfaqa,shalfaqa,True,9,8,0-9,0-9,3
مْخَاطِب,mukhaatab,mukhaatab,True,8,9,0-9,0-9,3
مَلْيِخ,mleelikh,mleelikh,True,7,8,0-9,0-9,3
بَطِنْهَا بَحَطْشُوهَا,batinha bisha7witha,batinha bisha7witha,True,22,19,20-29,10-19,2
سِكْنِة,sukne,sukne,True,7,5,0-9,0-9,4
هَوَايِة,hiwaaye,hiwaaye,True,8,7,0-9,0-9,4
رَايِح,raayi7,raayi7,True,6,6,0-9,0-9,1
يعَارِي,y3aayir,y3aari,False,7,7,0-9,0-9,3
نَقِّى,naqqa,naqa,False,6,5,0-9,0-9,3
مِشّ,mush,mish,False,4,4,0-9,0-9,5
عقله بيوزن بَلَد,3aqlo byuuzin balad,3aqlo byuuzin balad,True,16,19,10-19,10-19,3
عرَف الدِّيك,3urf 2iddiik,3araf 2iddiik,False,12,12,10-19,10-19,5
اِتَّصَد,2itsadda,2itsaddad,False,8,8,0-9,0-9,2
بَدُّودِة,badduude,badduude,True,9,8,0-9,0-9,1
تَافُف,taafif,taafif,True,6,6,0-9,0-9,4
يخَشِّخ,yshakhkhikh,yikhshakh,False,7,11,0-9,10-19,4
عَفوَا,3afwan,3afwan,True,6,6,0-9,0-9,4
خَيَّس,khiis,khayyas,False,6,5,0-9,0-9,3
فَوَارِيز,fawaaziir,fawaariiz,False,9,9,0-9,0-9,4
يِزْمَط,yizmut,yumzut,False,7,6,0-9,0-9,4
مُخْلَاة,mikhlaa,mikhlaa,True,8,7,0-9,0-9,3
جُخَّة,jakhkha,jakhkha,True,6,7,0-9,0-9,4
طُنْجَرَة,tunjara,tanjara,False,9,7,0-9,0-9,3
مِلْحَوَظَة,mal7uuze,mal7uuze,True,11,8,10-19,0-9,3
هَبْلُول,bahluul,habluul,False,8,7,0-9,0-9,4
تَنَهَم,tanhum,tnahnam,False,7,6,0-9,0-9,3
اِنْفَعَص,2infa3as,2infi3is,False,9,8,0-9,0-9,4
يتْصَوَّى,yitwassa,yitwassa,True,9,8,0-9,0-9,3
يتْجَعْرَم,yitdja3ram,yitdja3ram,True,10,10,10-19,10-19,4
اِنْفِعِص,2inif3is,2infi3is,False,9,8,0-9,0-9,2
زَاد,zaad,zaad,True,4,4,0-9,0-9,1
اِسْتِمْوِت,2istamwat,2istamwit,False,11,9,10-19,0-9,5
يْثَرْثِر,ysarsir,ysarsir,True,9,7,0-9,0-9,4
اِبِن حِلَال,2ibin 7alaal,2ibin 7alaal,True,12,12,10-19,10-19,3
اِغْلَب,2ighlib,ghaalib,False,7,7,0-9,0-9,5
أَظَافَر,2adaafir,2adaafir,True,8,8,0-9,0-9,3
صَاب,baas,saab,False,4,4,0-9,0-9,4
يُحْكُم,yu7kum,y7akkim,False,7,6,0-9,0-9,3
مْلِيطَة,malyata,malyata,True,8,7,0-9,0-9,5
اِسْتَلْبَس,2istalbas,2istalbas,True,11,9,10-19,0-9,2
مَعْرَكِة,ma3rake,ma3rake,True,9,7,0-9,0-9,1
اُرْزُع,2irza3,2irza3,True,7,6,0-9,0-9,5
مَوتِة,moote,moote,True,6,5,0-9,0-9,1
يلَطِّش,ylattish,ylattish,True,7,8,0-9,0-9,2
اِلْطَع,2ilta3,2ilta3,True,7,6,0-9,0-9,1
خِدْرَان,khadaraan,khidraan,False,8,9,0-9,0-9,2
عَسَاعَة الهَمَاس,3asaa3it halmasa,3asaa3it halmasa,True,17,16,10-19,10-19,3
تَسَوْقِي,taswiiq,taswiiq,True,9,7,0-9,0-9,2
دَفَّى,fada,daffa,False,6,4,0-9,0-9,3
أَصْلُه وفَصِلُه,2aslo wufaslo,2aslo wufaslo,True,16,13,10-19,10-19,4
عِرْبَشِة,3arbashe,3arbashe,True,9,8,0-9,0-9,5
يِقْحَب,yqga77ib,yqga77ib,True,7,8,0-9,0-9,2
أَرُوبَا,2arwaab,2arwaab,True,8,7,0-9,0-9,5
اِغْرِش,ghaarish,2ughrush,False,7,8,0-9,0-9,3
صَاغِل سَمِي,saagh saliim,saaghil sami,False,12,12,10-19,10-19,1
اِتْنَقَّار,2itnaaqar,2itnaaqar,True,11,9,10-19,0-9,4
حَزِّق,7azziq,7azaq,False,6,6,0-9,0-9,1
شِرِش,sharrash,sharrish,False,5,8,0-9,0-9,5
خَصُّوم,khsuum,khsuum,True,7,6,0-9,0-9,4
طَبْوِل,tbuul,tabbuul,False,7,5,0-9,0-9,5
لُخْلُخ,lakhlakh,lakhlikh,False,7,8,0-9,0-9,5
بَرْطِع,barta3,barti3,False,7,6,0-9,0-9,1
كَحَّلِت عيوني بشوفتك,ka77alit 3yuuni bshooftak,ka77alit 3yuuni bshooftak,True,21,25,20-29,20-29,1
عَف,3iff,3aff,False,3,4,0-9,0-9,4
شَخْوَر,shakhwir,shakhwar,False,7,8,0-9,0-9,2
مَسِخ,massikh,massakh,False,5,7,0-9,0-9,5
مْكَفْوَت,makfuut,makfuut,True,9,7,0-9,0-9,5
بُسَاع,bsaa3,bsaa3,True,6,5,0-9,0-9,5
اِشْطَح,ishta7,2ishta7,False,7,6,0-9,0-9,2
يُبْخُس,ybakhkhis,ybakhkhis,True,7,9,0-9,0-9,5
يتْعَجْرَف,yit3ajraf,yit3ajraf,True,10,9,10-19,0-9,5
يِسْتَوْسَخ,yistawsikh,yistawsikh,True,11,10,10-19,10-19,4
هَيبِة,heebe,heebe,True,6,5,0-9,0-9,2
حَافي,7aafi,7aafi,True,5,5,0-9,0-9,2
اِتْأَمَّز,2it2azzam,2it2azzam,True,10,9,10-19,0-9,4
بَرَّاءَة,baraa2a,baraa2a,True,9,7,0-9,0-9,5
خَدِّم,khaddam,khaddam,True,6,7,0-9,0-9,3
ضُلّ,dallil,dall,False,4,6,0-9,0-9,5
سَكَرْبِينِة,skarbiine,skarbiine,True,12,9,10-19,0-9,4
