source,target,prediction,exact_match,source_length,target_length,source_length_bucket,target_length_bucket
tawaariikh,تواريخ,تواريخ,True,10,6,10-19,0-9
yizram,يزرم,يزرم,True,6,4,0-9,0-9
mistandif,مستنظف,مستنظف,True,9,6,0-9,0-9
yoom 2itta7ne,يوم الطحنة,يوم الطحينة,False,13,10,10-19,10-19
2istalaqqa,استلقى,استلقى,True,10,6,10-19,0-9
2inkishi7,انكشح,انكشح,True,9,5,0-9,0-9
habu,هبو,هبو,True,4,3,0-9,0-9
2insimit,انسمط,انسمط,True,8,5,0-9,0-9
tlaa7am,تلاحم,تلاحم,True,7,5,0-9,0-9
3ajjaz,عجز,عجز,True,6,3,0-9,0-9
bazzaaze,بزازة,بزازة,True,8,5,0-9,0-9
khuusa,خوصة,خوصة,True,6,4,0-9,0-9
7raath,حراث,حراث,True,6,4,0-9,0-9
saayir mitil 2ilballoone,صاير مثل البلونة,صاير مثل الللللبونة,False,24,16,20-29,10-19
daani,داني,داني,True,5,4,0-9,0-9
2itfarraz,اتفرز,اتفرز,True,9,5,0-9,0-9
saabuune naabulsiyye,صابونة نابلسية,سابونة صايلية,False,20,14,20-29,10-19
twa33ad,توعد,توعد,True,7,4,0-9,0-9
3ataaya,عطايا,عطايا,True,7,5,0-9,0-9
yhabbit,يهبط,يهبط,True,7,4,0-9,0-9
yi3lin,يعلن,يعلن,True,6,4,0-9,0-9
yibqa,يبقى,يبقى,True,5,4,0-9,0-9
zayy 2ilbafte,زي البفتة,زي البطفة,False,13,9,10-19,0-9
subbaat,سباط,سبات,False,7,4,0-9,0-9
3aqlo byuuzin balad,عقله بيوزن بلد,عقل بيوزن بيده,False,19,14,10-19,10-19
karkar,كركر,كركر,True,6,4,0-9,0-9
yuntush,ينتش,ينطش,False,7,4,0-9,0-9
y7alqim,يحلقم,يحلقم,True,7,5,0-9,0-9
nuud,نود,نود,True,4,3,0-9,0-9
2awghaad,أوغاد,أوغاد,True,8,5,0-9,0-9
safliq,سفلق,سفلق,True,6,4,0-9,0-9
2irzuq,ارزق,ارزق,True,6,4,0-9,0-9
ybakhkhit,يبخت,يبخت,True,9,4,0-9,0-9
sakhkhif,سخف,سخف,True,8,3,0-9,0-9
zallam,ظلم,زلم,False,6,3,0-9,0-9
ta2khiir,تأخير,تأخير,True,8,5,0-9,0-9
yinfirij,ينفرج,ينفرج,True,8,5,0-9,0-9
yma77ir,يمحر,يمحر,True,7,4,0-9,0-9
silki,سلكي,سلكي,True,5,4,0-9,0-9
shaayit,شايط,شايط,True,7,4,0-9,0-9
2iddarwan,اتدرون,تدرون,False,9,6,0-9,0-9
yra77il,يرحل,يرحل,True,7,4,0-9,0-9
mujtama3,مجتمع,مجتمع,True,8,5,0-9,0-9
qusseeb,قصيب,قصيب,True,7,4,0-9,0-9
tsattar,تستر,تستر,True,7,4,0-9,0-9
yil7ash,يلحش,يلحش,True,7,4,0-9,0-9
3attin,عطن,عطن,True,6,3,0-9,0-9
2itsalbat,اتسلبط,اتسلبط,True,9,6,0-9,0-9
2irtibaak,ارتباك,ارتباك,True,9,6,0-9,0-9
tarmiish,ترميش,ترميش,True,8,5,0-9,0-9
kwaaz,كواز,كواز,True,5,4,0-9,0-9
yit7aama,يتحامى,يتحامى,True,8,6,0-9,0-9
t7azlat,تحزلط,تحزلط,True,7,5,0-9,0-9
bitaaqa,بطاقة,بطاقة,True,7,5,0-9,0-9
kalaakii3,كلاكيع,كلاكيع,True,9,6,0-9,0-9
labkha,لبخة,لبخة,True,6,4,0-9,0-9
2ilghaa2,إلغاء,الغاء,False,8,5,0-9,0-9
jawaari,جواري,جواري,True,7,5,0-9,0-9
siiniyye,صينية,سينية,False,8,5,0-9,0-9
2irtabat,ارتبط,ارتبط,True,8,5,0-9,0-9
2adyaan,أديان,أضيان,False,7,5,0-9,0-9
y3atris,يعترس,يعترس,True,7,5,0-9,0-9
2ushkur,اشكر,اشكر,True,7,4,0-9,0-9
mit7ammim,متحمم,متحمم,True,9,5,0-9,0-9
2ufqush,افقش,افقش,True,7,4,0-9,0-9
shafta,شفطة,شفطة,True,6,4,0-9,0-9
zargal,زرقل,زرقل,True,6,4,0-9,0-9
mikhti2,مخطئ,مخطئ,True,7,4,0-9,0-9
sabt,سبت,سبت,True,4,3,0-9,0-9
2itsanfar,اتسنفر,اتسنفر,True,9,6,0-9,0-9
kutur,كثر,كثر,True,5,3,0-9,0-9
7oolib,حولب,حولب,True,6,4,0-9,0-9
tsh3eetshli,كعيكلي,كعيكلة,False,11,6,10-19,0-9
seeba3a,صيبعة,سيبعة,False,7,5,0-9,0-9
takhalla,تخلى,تخلى,True,8,4,0-9,0-9
daftar khartuush,دفتر خرطوش,دفتر خرخس,False,16,10,10-19,10-19
7iffe,حفة,حفة,True,5,3,0-9,0-9
2itdjadhmar,اتجذمر,اتجذمر,True,11,6,10-19,0-9
2ajwide,أجودة,أجودة,True,7,5,0-9,0-9
2istaqar,استحقر,استقر,False,8,6,0-9,0-9
meetan,ميطن,ميطن,True,6,4,0-9,0-9
mitwaffi,متوفي,متوفي,True,8,5,0-9,0-9
yuufid,يوفد,يوفد,True,6,4,0-9,0-9
maa3indo diqin 2immashshatta,ماعنده ذقن ممشطة,ماعنده الشماتقين,False,28,16,20-29,10-19
ykhalli3,يخلع,يخلع,True,8,4,0-9,0-9
faqa,فقى,فقى,True,4,3,0-9,0-9
bdaa3a,بضاعة,بداعة,False,6,5,0-9,0-9
farjaaha 2il3ajab,فرجاها العجب,فرجاه العباب,False,17,12,10-19,10-19
musaab,مصاب,مصاب,True,6,4,0-9,0-9
tarbiq,طربق,طربق,True,6,4,0-9,0-9
yu7juz,يحجز,يحجز,True,6,4,0-9,0-9
2awwal 2irruqees 7adjalaan,أول الرقيص حجلان,أولال الرجرة ون وسقالحا,False,26,16,20-29,10-19
shakhbit,شخبط,شخبط,True,8,4,0-9,0-9
jaa7,جاح,جاح,True,4,3,0-9,0-9
faarid sidro,فارد صدره,فارد سره,False,12,9,10-19,0-9
2ibla3,ابلع,ابلع,True,6,4,0-9,0-9
2itkhalwa3,اتخلوع,اتخلوع,True,10,6,10-19,0-9
ymattin,يمتن,يمتن,True,7,4,0-9,0-9
dibs 2irrumaan,دبس الرمان,دبس الرمانا,False,14,10,10-19,10-19
2u2jar,اؤجر,أجر,False,6,4,0-9,0-9
suffaara,صفارة,سفارة,False,8,5,0-9,0-9
2asra,أسرى,أسرة,False,5,4,0-9,0-9
fajjar,فجر,فجر,True,6,3,0-9,0-9
ysammid,يسمد,يسمد,True,7,4,0-9,0-9
ysa3din,يسعدن,يسعدن,True,7,5,0-9,0-9
2itmankar,اتمنكر,اتمنكر,True,9,6,0-9,0-9
yitjannad,يتجند,يتجند,True,9,5,0-9,0-9
bitlitt wubti3jin,بتلت وبتعجن,بتلت وبتنجع,False,17,11,10-19,10-19
nshuuf wijih rabnaa,نشوف وجه ربنا,نشوف وجها برا,False,19,13,10-19,10-19
ta7ziir,تحذير,تحزير,False,7,5,0-9,0-9
yfarfit,يفرفط,يفرفط,True,7,5,0-9,0-9
2arbaa7,أرباح,أرباح,True,7,5,0-9,0-9
laa yifqah shii,لا يفقه شي,لا يفيق شي,False,15,10,10-19,10-19
fahlaqa,فهلقة,فهلقة,True,7,5,0-9,0-9
shahhad,شهد,شهد,True,7,3,0-9,0-9
2ukrush,اكرش,اكرش,True,7,4,0-9,0-9
2ilzam,الزم,الزم,True,6,4,0-9,0-9
yittaawaq,يتطاوق,يتطاوق,True,9,6,0-9,0-9
masruuf,مصروف,مصروف,True,7,5,0-9,0-9
ysaffih,يسفه,يصفه,False,7,4,0-9,0-9
yfattis,يفطس,يفطس,True,7,4,0-9,0-9
ghayraan,غيران,غيران,True,8,5,0-9,0-9
2itghashman,اتغشمن,اتغشمن,True,11,6,10-19,0-9
qitaali,قتالي,قتالي,True,7,5,0-9,0-9
yitraafa3,يترافع,يترافع,True,9,6,0-9,0-9
majjid,مجد,مجد,True,6,3,0-9,0-9
ydayyik,يديك,يديك,True,7,4,0-9,0-9
jalta,جلطة,جلطة,True,5,4,0-9,0-9
2itwaddad,اتودد,اتوضد,False,9,5,0-9,0-9
yitta33am,يتطعم,يتطعم,True,9,5,0-9,0-9
mka7miz,مقحمز,مقحمز,True,7,5,0-9,0-9
tafriiz,تفريز,تفريز,True,7,5,0-9,0-9
rimaal,رمال,رمال,True,6,4,0-9,0-9
2u7zur,احظر,احزر,False,6,4,0-9,0-9
7aqaa2iq,حقائق,حقائق,True,8,5,0-9,0-9
3eeb 3ashawaarbo,عيب عشواربه,عيبه عشروا,False,16,11,10-19,10-19
yqkgarri,يقري,يقرقر,False,8,4,0-9,0-9
salla3,صلع,سلع,False,6,3,0-9,0-9
2in7aqq,انحق,انحق,True,7,4,0-9,0-9
zaabil,زابل,زابل,True,6,4,0-9,0-9
jamrit 2ilmayy,جمرة المي,جمرة المي,True,14,9,10-19,0-9
2it7azzab,اتحزب,اتحذب,False,9,5,0-9,0-9
2asnaan,أسنان,أسنان,True,7,5,0-9,0-9
2akhta2,أخطأ,أخطأ,True,7,4,0-9,0-9
koom la7im,كوم لحم,كوم حمل,False,10,7,10-19,0-9
2isti3saam,استعصام,استعصام,True,10,7,10-19,0-9
ghimi,غمي,غيم,False,5,3,0-9,0-9
2a3shaash,أعشاش,أعشاش,True,9,5,0-9,0-9
7buub 2illuqaa7,حبوب اللقاح,حبو القاح,False,15,11,10-19,10-19
yjawwid,يجود,يجود,True,7,4,0-9,0-9
naqqi,نقي,نقي,True,5,3,0-9,0-9
2immardigh,ممردغ,امردغ,False,10,5,10-19,0-9
dana,ضنى,دنى,False,4,3,0-9,0-9
dbii7it 2il2asaas,ذبيحة الأساس,دبحة السا,False,17,12,10-19,10-19
faluuti,فلوتي,فلوطي,False,7,5,0-9,0-9
ykaabir,يكابر,يكابر,True,7,5,0-9,0-9
y7uus,يحوس,يحوص,False,5,4,0-9,0-9
2inkhataf,انخطف,انخطف,True,9,5,0-9,0-9
ta7wiish,تحويش,تحويش,True,8,5,0-9,0-9
ysattir,يستر,يسطر,False,7,4,0-9,0-9
yishfi,يشفي,يشفي,True,6,4,0-9,0-9
ka3bal,كعبل,كعبل,True,6,4,0-9,0-9
zarqa,زرقا,زرقة,False,5,4,0-9,0-9
subbaarit barake,صبارة بركة,سبارة بركة,False,16,10,10-19,10-19
sharrid,شرد,شرد,True,7,3,0-9,0-9
2it3aazam,اتعازم,اتعازم,True,9,6,0-9,0-9
y3idjdj,يعج,يعج,True,7,3,0-9,0-9
fsuus,فصوص,فصوص,True,5,4,0-9,0-9
2iqraar,إقرار,اقرار,False,7,5,0-9,0-9
khunfasa,خنفساء,خنفاص,False,8,6,0-9,0-9
mnawwir,منور,منور,True,7,4,0-9,0-9
tlawwaq,تلوق,تلوق,True,7,4,0-9,0-9
saa7a,ساحة,صاحة,False,5,4,0-9,0-9
makhbaz,مخبز,مخبز,True,7,4,0-9,0-9
yitkashshaf,يتكشف,يتكشف,True,11,5,10-19,0-9
yijhar,يجهر,يجهر,True,6,4,0-9,0-9
ghaabe,غابة,غابة,True,6,4,0-9,0-9
2islaa7i,إصلاحي,اسلاحي,False,8,6,0-9,0-9
ysarkit,يسرقط,يسرقط,True,7,5,0-9,0-9
haadi,هاذي,هادي,False,5,4,0-9,0-9
2istajaar,استجار,استجار,True,9,6,0-9,0-9
rdaan,ردان,ردان,True,5,4,0-9,0-9
2is2al mjarrib wala tis2al khabiir,اسأل مجرب ولا تسأل خبير,الأصلم جرب ولا ا ابيتسأرك,False,34,23,30-39,20-29
2iflam,افلم,افلم,True,6,4,0-9,0-9
2itfannash,اتفنش,اتفنش,True,10,5,10-19,0-9
2inshakhal,انشخل,انشخل,True,10,5,10-19,0-9
danqir,دنقر,دنقر,True,6,4,0-9,0-9
yistaysir,يستيسر,يستسير,False,9,6,0-9,0-9
ytaqtiq,يطقطق,يطقطق,True,7,5,0-9,0-9
yzawwi3,يزوع,يزوع,True,7,4,0-9,0-9
2imsakh,امسخ,امسخ,True,7,4,0-9,0-9
maakil,ماكل,ماكل,True,6,4,0-9,0-9
2aqlam,أقلم,أقلم,True,6,4,0-9,0-9
dabaabiir,دبابير,دبابير,True,9,6,0-9,0-9
kalaamo byitthaqqal bidhdhahab,كلامه بيتثقل بالذهب,كلامه بتهب قدها لذهب,False,30,19,30-39,10-19
2atrab,أطرب,أطرب,True,6,4,0-9,0-9
3aqil,عقل,عقل,True,5,3,0-9,0-9
3iish,عيش,عيش,True,5,3,0-9,0-9
7oose,حوسة,حوصة,False,5,4,0-9,0-9
b7ood na3na3,بحوض نعنع,بحدنه عنه,False,12,9,10-19,0-9
y3aaqib,يعاقب,يعاقب,True,7,5,0-9,0-9
jildit raaso khmiile,جلدة راسه خميلة,جلدة راسه خميلة,True,20,15,20-29,10-19
bitqallab biqabro,بتقلب بقبره,بتقلب بي بقبره,False,17,11,10-19,10-19
khansar,خنصر,خنصر,True,7,4,0-9,0-9
liss,لس,لس,True,4,2,0-9,0-9
baraa2a,براءة,براءة,True,7,5,0-9,0-9
3eeno mish 2immalla7a,عينه مش مملحة,عينه مش الحمام,False,21,13,20-29,10-19
fayya3,فيع,فيع,True,6,3,0-9,0-9
3aajin,عاجن,عاجن,True,6,4,0-9,0-9
7atto ta7it baato,حطه تحت باطه,حط طوطب,False,17,12,10-19,10-19
2iddaawa,تداوى,تداوى,True,8,5,0-9,0-9
tajyiir,تجيير,تجييير,False,7,5,0-9,0-9
y7as7is,يحسحس,يحصحص,False,7,5,0-9,0-9
2inla7am,انلحم,انلحم,True,8,5,0-9,0-9
masaayib,مصايب,مسايب,False,8,5,0-9,0-9
2infi,انفي,انفي,True,5,4,0-9,0-9
masaakhiit,مساخيط,مساخيط,True,10,6,10-19,0-9
3azzam 2allaa 2ajrakum,عظم الله أجركم,عزم ألجمرة,False,22,14,20-29,10-19
2a7ibba,أحبة,أحباب,False,7,4,0-9,0-9
2albaan,ألبان,ألبان,True,7,5,0-9,0-9
2ifrid wijhak,افرد وجهك,افرد وجهك,True,13,9,10-19,0-9
nahadj,نهج,نهج,True,6,3,0-9,0-9
2i3tiq,اعتق,اعتق,True,6,4,0-9,0-9
2adgham,أدغم,أدغم,True,7,4,0-9,0-9
maani3,مانع,مانع,True,6,4,0-9,0-9
y2aayis,يآيس,يآيس,True,7,4,0-9,0-9
2itqaatal,اتقاتل,اتقاطل,False,9,6,0-9,0-9
qaswal,قصول,قصول,True,6,4,0-9,0-9
tghazzaz,تغزز,تغذى,False,8,4,0-9,0-9
rushte,رشتة,رشتة,True,6,4,0-9,0-9
yrassib,يرسب,يرصب,False,7,4,0-9,0-9
sduur,سدور,صدور,False,5,4,0-9,0-9
7iil,حيل,حيل,True,4,3,0-9,0-9
qarqid,قرقض,قرقض,True,6,4,0-9,0-9
3abatsh,عبك,عبك,True,7,3,0-9,0-9
thanaa2,ثناء,تهناء,False,7,4,0-9,0-9
da33if,ضعف,دعف,False,6,3,0-9,0-9
2i7tifil,احتفل,احتفل,True,8,5,0-9,0-9
sakaasiik,سكاسيك,سكاسيك,True,9,6,0-9,0-9
nakhkhakh,نخخ,نخخ,True,9,3,0-9,0-9
taqyiim,تقييم,تقييم,True,7,5,0-9,0-9
ghala,غلى,غلى,True,5,3,0-9,0-9
traasal,تراسل,تراصل,False,7,5,0-9,0-9
2istaltif,استلطف,استلطف,True,9,6,0-9,0-9
la7la7,لحلح,لحلح,True,6,4,0-9,0-9
y3allik,يعلك,يعلك,True,7,4,0-9,0-9
2infiri,انفري,انفري,True,7,5,0-9,0-9
ybaltik,يبلطق,يبلطك,False,7,5,0-9,0-9
2insaab,انصاب,انساب,False,7,5,0-9,0-9
min waraak,من وراك,من ورك,False,10,7,10-19,0-9
2istaqtil,استقتل,استقتل,True,9,6,0-9,0-9
laaghi,لاغي,لاغي,True,6,4,0-9,0-9
yitwa33ak,يتوعك,يتوعك,True,9,5,0-9,0-9
2ammil,أمل,أمل,True,6,3,0-9,0-9
msaayase,مسايسة,مسايسة,True,8,6,0-9,0-9
qamle,قملة,قملة,True,5,4,0-9,0-9
sa7be,سحبة,صحبة,False,5,4,0-9,0-9
minkhaar,منخار,منخار,True,8,5,0-9,0-9
jarad,جرد,جرد,True,5,3,0-9,0-9
2itwaaqa,اتواقى,اتواقى,True,8,6,0-9,0-9
3ayyi,عيي,عيي,True,5,3,0-9,0-9
yjaawil,يجاول,يجاول,True,7,5,0-9,0-9
3umde,عمدة,عمدة,True,5,4,0-9,0-9
yitsharra,يتشرى,يتشرى,True,9,5,0-9,0-9
2amsile,أمثلة,أمصلة,False,7,5,0-9,0-9
2ulquf,القف,القف,True,6,4,0-9,0-9
2alze,قلزة,ألزة,False,5,4,0-9,0-9
kaffuu 2iido,كفوا إيده,كفو إيده,False,12,9,10-19,0-9
2i7mid rabbak,احمد ربك,احمض برك,False,13,8,10-19,0-9
y3ashshiq,يعشق,يعشق,True,9,4,0-9,0-9
fayyal,فيل,فيل,True,6,3,0-9,0-9
yaa qawm,يا قوم,يا قوم,True,8,6,0-9,0-9
bara,برى,برى,True,4,3,0-9,0-9
kartuun,كرتون,كرتون,True,7,5,0-9,0-9
deef tqiil,ضيف ثقيل,ذيف ثقلة,False,10,8,10-19,0-9
ykarmish,يكرمش,يكرمش,True,8,5,0-9,0-9
sakat,سكت,سكت,True,5,3,0-9,0-9
lamaz,لمز,لمز,True,5,3,0-9,0-9
makmuur,مكمور,مكمور,True,7,5,0-9,0-9
farfid,فرفد,فرفد,True,6,4,0-9,0-9
2intabaq,انطبق,انطبق,True,8,5,0-9,0-9
3abat,عبط,عبط,True,5,3,0-9,0-9
2ifqah,افقه,افقه,True,6,4,0-9,0-9
yitlakhkhas,يتلخص,يتلخص,True,11,5,10-19,0-9
mughlaq,مغلق,مغلق,True,7,4,0-9,0-9
batti2,بطئ,بطئ,True,6,3,0-9,0-9
yirtikiz,يرتكز,يرتكز,True,8,5,0-9,0-9
7iwi,حوي,حوي,True,4,3,0-9,0-9
ysawwir,يصور,يسور,False,7,4,0-9,0-9
fahliq,فهلق,فهلق,True,6,4,0-9,0-9
7imlat,حملت,حملط,False,6,4,0-9,0-9
7an7in,حنحن,حنحن,True,6,4,0-9,0-9
qaraatiif,قراطيف,قراطيف,True,9,6,0-9,0-9
daada,دادى,دادى,True,5,4,0-9,0-9
fawdawi,فوضوي,فوضوي,True,7,5,0-9,0-9
madfuus,مدفوس,مدفوس,True,7,5,0-9,0-9
fassa7,فصح,فصح,True,6,3,0-9,0-9
yrutt,يرط,يرط,True,5,3,0-9,0-9
2istighlaali,استغلالي,استغلالي,True,12,8,10-19,0-9
2itghaddab,اتغضب,اتغضب,True,10,5,10-19,0-9
mqarbit,مقربط,مقربط,True,7,5,0-9,0-9
2utmus,اطمس,اطمس,True,6,4,0-9,0-9
mbarjil,مبرجل,مبرجل,True,7,5,0-9,0-9
ykawwin,يكون,يكون,True,7,4,0-9,0-9
ybarris,يبرص,يبرص,True,7,4,0-9,0-9
ghayaar,غيار,غيار,True,7,4,0-9,0-9
yirda3,يرضع,يردع,False,6,4,0-9,0-9
ynaqqil,ينقل,ينقل,True,7,4,0-9,0-9
tfannash,تفنش,تفنش,True,8,4,0-9,0-9
ygharbil,يغربل,يغربل,True,8,5,0-9,0-9
yinkhimi3,ينخمع,ينخمع,True,9,5,0-9,0-9
7arkashe,حركشة,حركشة,True,8,5,0-9,0-9
2ahtar,أهتر,أهتر,True,6,4,0-9,0-9
taslii7,تصليح,تسليح,False,7,5,0-9,0-9
2ajmal,أجمل,أجمل,True,6,4,0-9,0-9
qarfis,قرفص,قرفص,True,6,4,0-9,0-9
m2aanase,مآنسة,مآنسة,True,8,5,0-9,0-9
ysaadif,يصادف,يصادف,True,7,5,0-9,0-9
slaa7,سلاح,سلاح,True,5,4,0-9,0-9
faadi 2ilbaal,فاضي البال,فاضي البل,False,13,10,10-19,10-19
mboodjir,مبوجر,مبوجر,True,8,5,0-9,0-9
rassit snaan,رصة سنان,رسة سنان,False,12,8,10-19,0-9
tgharrab,تغرب,تغرب,True,8,4,0-9,0-9
mataa3iis,متاعيس,متاعيس,True,9,6,0-9,0-9
t7azzam,تحزم,تحزم,True,7,4,0-9,0-9
3adhrat,عظرت,عظرت,True,7,4,0-9,0-9
hadim,هدم,هضم,False,5,3,0-9,0-9
2itkhaddar,اتخدر,اتخدر,True,10,5,10-19,0-9
faghim,فغم,فغم,True,6,3,0-9,0-9
7ajar 2il3een,حجر العين,حجر العين,True,13,9,10-19,0-9
tadjdje,طجة,تجة,False,7,3,0-9,0-9
3akfe,عكفة,عكفة,True,5,4,0-9,0-9
ydujj,يضج,يضج,True,5,3,0-9,0-9
dhaabi7,ظابح,ذابح,False,7,4,0-9,0-9
lattan,لتن,لتن,True,6,3,0-9,0-9
yfanjir,يفنجر,يفنجر,True,7,5,0-9,0-9
warris,ورث,ورث,True,6,3,0-9,0-9
minkhirit,منخرط,منخرط,True,9,5,0-9,0-9
2akal 7aqqo,أكل حقه,أكل حقه,True,11,7,10-19,0-9
raffah,رفه,رفه,True,6,3,0-9,0-9
yitkassaf,يتكثف,يتكثف,True,9,5,0-9,0-9
qa7qi7ka7ki7,قحقح,قحقح,True,12,4,10-19,0-9
sunduuq 2iseesam,صندوق السيسم,صندوق السما,False,16,12,10-19,10-19
taqqilta22ilthaggil,ثقل,تقلقث,False,19,3,10-19,0-9
3aqar,عقر,عقر,True,5,3,0-9,0-9
2akal maqlab,أكل مقلب,أكل مقلب,True,12,8,10-19,0-9
2irghi,ارغي,ارغي,True,6,4,0-9,0-9
2idmaan,إدمان,اتضمان,False,7,5,0-9,0-9
shurta,شرطة,شرطة,True,6,4,0-9,0-9
fi33,فع,فع,True,4,2,0-9,0-9
yqalqil,يقلقل,يقلقل,True,7,5,0-9,0-9
tma77ak,تمحك,تمحك,True,7,4,0-9,0-9
tla77af,تلحف,تلحف,True,7,4,0-9,0-9
liblib,لبلب,لبلب,True,6,4,0-9,0-9
koot,كوت,كوت,True,4,3,0-9,0-9
nahnih,نهنه,نهنه,True,6,4,0-9,0-9
yzarri3,يزرع,يزرع,True,7,4,0-9,0-9
7unneerak wiljaaje tunqur 3eenak,حنيرك والجاجة تنقر عينك,حنير وكا عجرين,False,32,23,30-39,20-29
3aknan,عكنن,عكننن,False,6,4,0-9,0-9
2itma3mal,اتمعمل,اتمعمل,True,9,6,0-9,0-9
yqkgaddid,يقدد,يقدد,True,9,4,0-9,0-9
2indabb,انضب,انضب,True,7,4,0-9,0-9
jassas,جصص,جسس,False,6,3,0-9,0-9
yistahtir,يستهتر,يستهتر,True,9,6,0-9,0-9
tlaffaz,تلفظ,تلفظ,True,7,4,0-9,0-9
7aajib,حاجب,حاجب,True,6,4,0-9,0-9
yitdja33am,يتجعم,يتجعم,True,10,5,10-19,0-9
2istak7il,استكحل,استكحل,True,9,6,0-9,0-9
reet,ريت,ريت,True,4,3,0-9,0-9
7annat,حنط,حنط,True,6,3,0-9,0-9
taarad,طارد,طارد,True,6,4,0-9,0-9
yitbakhtar,يتبختر,يتبختر,True,10,6,10-19,0-9
mfarwil,مفرول,مفرول,True,7,5,0-9,0-9
qamil,قمل,قمل,True,5,3,0-9,0-9
mamaasi7,مماسح,ممماسح,False,8,5,0-9,0-9
mistantiq,مستنطق,مستنطق,True,9,6,0-9,0-9
laza3,لزع,لزع,True,5,3,0-9,0-9
tjaawab,تجاوب,تجاوب,True,7,5,0-9,0-9
mashwir,مشور,مشور,True,7,4,0-9,0-9
dikke,دكة,دكة,True,5,3,0-9,0-9
dammayye,دماية,دمية,False,8,5,0-9,0-9
faq3at ma3i,فقعت معي,فقعت معي,True,11,8,10-19,0-9
tarras,ترس,ترس,True,6,3,0-9,0-9
nammuura,نمورة,نمورة,True,8,5,0-9,0-9
mhargal,مهرجل,مهرجل,True,7,5,0-9,0-9
kurat salle,كرة سلة,كرت صلة,False,11,7,10-19,0-9
fitir,فطر,فتر,False,5,3,0-9,0-9
kashshif,كشف,كشف,True,8,3,0-9,0-9
kizbi,كذبي,كذب,False,5,4,0-9,0-9
yinmisik,ينمسك,ينمسك,True,8,5,0-9,0-9
mumtaaz,ممتاز,مممضطاز,False,7,5,0-9,0-9
wall,ول,ول,True,4,2,0-9,0-9
skhuul,سخول,سخل,False,6,4,0-9,0-9
nidim,ندم,ندم,True,5,3,0-9,0-9
2itsadda7,اتسدح,اتصدح,False,9,5,0-9,0-9
2idfa,ادفا,ادفى,False,5,4,0-9,0-9
tla3ban,تلعبن,تلعبن,True,7,5,0-9,0-9
3utqi,عتقي,عتقي,True,5,4,0-9,0-9
ruzz khabaabiis,رز خبابيص,رذيك بهاسي,False,15,9,10-19,0-9
sikhi,سخي,سخي,True,5,3,0-9,0-9
2ijdib,اجدب,اجدب,True,6,4,0-9,0-9
ba3it,بعث,بعط,False,5,3,0-9,0-9
yista3rid,يستعرض,يستعرض,True,9,6,0-9,0-9
khallaat,خلاط,خلاط,True,8,4,0-9,0-9
2as3ab,أصعب,أسعب,False,6,4,0-9,0-9
middooli2,متدولق,متدولق,True,9,6,0-9,0-9
2im3as,امعص,امعص,True,6,4,0-9,0-9
sawaatiir,سواطير,سواطير,True,9,6,0-9,0-9
tanna,ثنى,طنى,False,5,3,0-9,0-9
yu3tus,يعطس,يعطس,True,6,4,0-9,0-9
t7adda,تحدى,تحدى,True,6,4,0-9,0-9
yikhsha3,يخشع,يخشع,True,8,4,0-9,0-9
ysaari3,يصارع,يصارع,True,7,5,0-9,0-9
masil,مصل,مصل,True,5,3,0-9,0-9
baarid,بارد,بارد,True,6,4,0-9,0-9
daashi3 mush qaashi3,داشع مش قاشع,داش عمشقة,False,20,12,20-29,10-19
qattir,قتر,قطر,False,6,3,0-9,0-9
brisht,برشت,برشط,False,6,4,0-9,0-9
7issas,حصص,حسس,False,6,3,0-9,0-9
khamiis,خميس,خميص,False,7,4,0-9,0-9
2ihbid,اهبد,اهبد,True,6,4,0-9,0-9
qalli3,قلع,قلع,True,6,3,0-9,0-9
kibriite,كبريتة,كبريتة,True,8,6,0-9,0-9
tlaqqa,تلقى,تلقى,True,6,4,0-9,0-9
3asalaamto,عسلامته,عصلامته,False,10,7,10-19,0-9
msansin,مصنصن,مسنسن,False,7,5,0-9,0-9
ykhammis,يخمس,يخمس,True,8,4,0-9,0-9
yit3ayyad,يتعيد,يتعيد,True,9,5,0-9,0-9
2aflaam kartuun,أفلام كرتون,أفلامك مرون,False,15,11,10-19,10-19
mtarriz,مطرز,مطرز,True,7,4,0-9,0-9
sifir,صفر,سفر,False,5,3,0-9,0-9
muruur 2ilkiraam,مرور الكرام,مرور الكرام,True,16,11,10-19,10-19
2ilwalad 2il3aatil biksir 2ilkhaatir,الولد العاطل بيكسر الخاطر,اله لدا وطرشك بالعك,False,36,25,30-39,20-29
7ayyir,حير,حير,True,6,3,0-9,0-9
yitsharba7,يتشربح,يتشربح,True,10,6,10-19,0-9
2itjallakh,اتجلخ,اتجلخ,True,10,5,10-19,0-9
nool,نول,نول,True,4,3,0-9,0-9
yitbakhkhas,يتبخس,يتبخس,True,11,5,10-19,0-9
2istaghill,استغل,استغل,True,10,5,10-19,0-9
yghiff,يغف,يغف,True,6,3,0-9,0-9
tamtam,تمتم,تمتم,True,6,4,0-9,0-9
mu3aarid,معارض,معارض,True,8,5,0-9,0-9
ysaawi,يساوي,يساوي,True,6,5,0-9,0-9
3akeef kayyuufak,عكيف كيوفك,عكفوف يكايفي,False,16,10,10-19,10-19
booba3,بوبع,بوبع,True,6,4,0-9,0-9
tashrii3i,تشريعي,تشريع,False,9,6,0-9,0-9
muhje,مهجة,مهجة,True,5,4,0-9,0-9
jyaab,جياب,جياب,True,5,4,0-9,0-9
